2902,44.5812,192.9632,130.6184,583.214,1.3758,0.7269,2.8883,0.4395,0.3239,0.1807,0.5024,0.9883,0.9669,48.8001,1
10901,39.5739,225.4482,134.9969,951.667,3.1643,0.316,3.3486,0.4003,0.2835,0.4758,0.4275,0.9671,0.9017,63.4147,1
3417,48.4771,55.9262,45.4985,410.466,1.8496,0.5407,1.1874,0.4514,0.3702,0.1278,0.7894,0.9823,0.9841,48.3649,1
7654,48.5083,117.5926,81.2507,419.126,1.9736,0.5067,1.186,0.4696,0.3481,0.1647,0.7926,0.9764,0.9802,49.9749,1
2496,48.1788,121.0949,95.4586,438.437,1.7426,0.5738,1.4037,0.4412,0.3661,0.1315,0.7503,0.9854,0.9847,43.6537,1
6248,44.5812,192.9632,130.6184,583.214,1.3758,0.7269,2.8883,0.4395,0.3239,0.1807,0.5024,0.9883,0.9669,48.8001,1
10901,39.5739,225.4482,134.9969,951.667,3.1643,0.316,3.3486,0.4003,0.2835,0.4758,0.4275,0.9671,0.9017,63.4147,1
4352,48.4771,55.9262,45.4985,410.466,1.8496,0.5407,1.1874,0.4514,0.3702,0.1278,0.7894,0.9823,0.9841,48.3649,1
4594,48.5083,117.5926,81.2507,419.126,1.9736,0.5067,1.186,0.4696,0.3481,0.1647,0.7926,0.9764,0.9802,49.9749,1
6440,48.1788,121.0949,95.4586,438.437,1.7426,0.5738,1.4037,0.4412,0.3661,0.1315,0.7503,0.9854,0.9847,43.6537,1
2902,47.7779,133.4111,96.8916,465.779,1.7232,0.5803,1.5844,0.4826,0.3437,0.1329,0.7192,0.9867,0.9838,43.1949,1
7654,48.9577,101.8679,66.8142,370.463,2.1537,0.4643,0.8594,0.4269,0.3539,0.1072,0.8493,0.9814,0.99,39.7835,1
4750,48.2744,136.6428,76.9458,403.123,1.6197,0.6174,1.2998,0.4416,0.3318,0.1311,0.77,0.9838,0.9866,45.9004,1
17430,47.8863,154.4319,78.2391,436.112,1.6246,0.6155,1.471,0.4252,0.3321,0.1585,0.7359,0.9835,0.9839,41.8068,1
15451,42.1537,217.5372,146.1754,778.804,2.0114,0.4972,3.4545,0.4543,0.333,0.3134,0.4126,0.9798,0.9304,58.9624,1
9746,47.5952,149.1207,97.8741,451.032,1.4207,0.7039,1.7802,0.4422,0.3564,0.1199,0.6865,0.9894,0.9853,41.7599,1
7549,47.596,149.0729,97.871,451.14,1.4218,0.7033,1.7794,0.4481,0.361,0.1566,0.6851,0.9861,0.9822,41.7392,1
17537,48.9933,89.6438,71.6078,277.416,1.234,0.8104,0.8604,0.4269,0.3772,0.0908,0.8527,0.9839,0.9923,38.8622,1
5596,48.9815,102.1636,59.8063,314.804,1.6606,0.6022,0.8247,0.4431,0.3543,0.0749,0.8593,0.9866,0.9941,33.3517,1
8108,47.3031,134.2917,119.5371,517.987,1.7248,0.5798,1.9292,0.4969,0.3947,0.146,0.662,0.9868,0.9858,49.9363,1
28099,44.3281,190.0298,168.2877,786.919,2.2326,0.4479,3.1965,0.4308,0.3375,0.3366,0.4464,0.9767,0.9329,61.6629,1
5480,43.1732,210.8201,145.9885,671.225,1.4982,0.6674,3.4547,0.4221,0.3696,0.2843,0.4141,0.9824,0.9385,54.8142,1
9162,48.9926,101.4571,59.5202,313.994,1.6704,0.5987,0.8149,0.4337,0.3471,0.1135,0.8595,0.9796,0.9922,32.8251,1
23078,49.0364,102.0942,61.6886,315.318,1.6463,0.6074,0.8243,0.4208,0.3512,0.1017,0.857,0.9826,0.9925,30.3235,1
5399,45.6291,198.2907,108.8635,617.452,1.832,0.5458,2.437,0.4704,0.3385,0.2289,0.5652,0.9785,0.9569,71.7737,1
25658,45.4755,154.8467,153.2417,782.178,3.16,0.3165,2.3573,0.4419,0.3167,0.3136,0.5851,0.9745,0.9512,56.0174,1
11085,44.0013,221.8248,124.0102,685.228,1.7807,0.5616,3.0349,0.4369,0.3168,0.3099,0.469,0.9787,0.9255,57.9984,1
17537,45.7814,158.8411,134.6615,495.238,1.1647,0.8586,2.4772,0.4291,0.3562,0.158,0.564,0.9889,0.9739,46.7751,1
5596,46.7249,185.1098,95.2417,467.001,1.2675,0.7889,2.071,0.4159,0.3811,0.1799,0.6315,0.9862,0.9783,40.8202,1
8108,48.3586,119.5703,86.6709,387.707,1.4878,0.6721,1.2939,0.4278,0.3702,0.1256,0.77,0.9842,0.985,46.8257,1
28099,48.1228,120.9592,98.3026,478.58,2.089,0.4787,1.4097,0.517,0.3523,0.2019,0.7492,0.9765,0.973,47.1393,1
9746,48.0769,116.1852,97.1583,423.69,1.6704,0.5987,1.3639,0.53,0.3504,0.1873,0.755,0.9789,0.9772,42.0681,1
7549,48.4015,112.7948,86.1952,396.16,1.6608,0.6021,1.2306,0.4263,0.3883,0.1274,0.7832,0.9846,0.9863,37.6802,1
17537,48.394,120.611,76.4729,366.089,1.4839,0.6739,1.1735,0.431,0.3588,0.1299,0.7929,0.9845,0.9901,30.6271,1
5596,46.0413,173.7912,127.2497,532.477,1.3114,0.7625,2.5423,0.5929,0.3475,0.1734,0.5544,0.988,0.9738,47.3993,1
8108,48.772,104.5405,69.6322,368.38,1.9305,0.518,0.9502,0.479,0.3361,0.1351,0.8341,0.9785,0.9873,39.0213,1
28099,48.3049,129.6638,80.0977,365.824,1.3389,0.7469,1.3008,0.4851,0.3553,0.1381,0.771,0.9833,0.9878,43.2882,1
5480,44.2301,182.5683,144.0513,606.453,1.49,0.6711,2.8796,0.4588,0.3099,0.2232,0.5008,0.9867,0.9681,40.0805,1
3825,48.8,107.1214,66.9064,335.803,1.6426,0.6088,0.9259,0.485,0.3475,0.1223,0.8384,0.9806,0.99,36.1448,1
11743,48.2317,114.5057,94.1442,465.825,2.0895,0.4786,1.3376,0.4729,0.3699,0.1496,0.7627,0.9817,0.9845,47.3884,1
9641,45.4399,205.1661,135.7337,852.691,2.6994,0.3705,3.1286,0.4254,0.4008,0.3036,0.4608,0.9795,0.9426,58.4017,1
90,46.2348,207.6407,115.4695,601.02,1.5541,0.6435,2.7177,0.475,0.3814,0.192,0.5231,0.9861,0.9582,56.419,1
3489,48.875,49.9523,35.5667,313.085,1.448,0.6906,0.8981,0.4663,0.3499,0.1128,0.8405,0.9815,0.9882,38.7035,1
24997,42.9636,206.9483,154.1401,960.831,3.0739,0.3253,3.4444,0.4573,0.3594,0.4633,0.4083,0.9695,0.9019,60.7431,1
4352,47.8209,130.7508,106.6851,505.526,1.9056,0.5248,1.663,0.442,0.3664,0.1899,0.7007,0.9812,0.9721,47.721,1
4594,45.805,167.6456,116.9287,552.21,1.5932,0.6277,2.1399,0.4411,0.3255,0.14,0.6045,0.9841,0.9745,79.9474,1
6440,40.1805,216.1977,132.5272,889.095,2.9325,0.341,2.7773,0.4013,0.2847,0.2743,0.4779,0.972,0.9502,59.9404,1
244,49.4653,77.21,41.7277,216.53,1.4966,0.6682,0.4726,0.4341,0.3475,0.0338,0.9232,0.9786,0.9939,41.6498,1
6248,34.3332,210.207,197.5356,1154.173,3.8407,0.2604,3.5159,0.3737,0.3052,0.392,0.3832,0.9727,0.9529,68.5518,1
3417,47.9002,113.4178,100.6405,449.328,1.845,0.542,1.3835,0.4183,0.3344,0.0888,0.7532,0.9825,0.9854,61.2139,1
4877,33.0975,224.9701,161.6862,1074.743,3.4487,0.29,3.1572,0.4652,0.3246,0.2605,0.4134,0.9757,0.9608,0.4688,1
7654,16.1352,228.394,188.0729,1119.364,3.3441,0.299,3.3362,0.3884,0.2947,0.3305,0.4585,0.9734,0.9753,78.8847,1
2496,33.0975,224.9701,161.6862,1074.743,3.4487,0.29,3.1572,0.4652,0.3246,0.2605,0.4134,0.9757,0.9608,60.4688,1
4594,43.1025,148.1388,92.8387,471.037,1.7107,0.5845,1.3675,0.4067,0.3158,0.1017,0.7217,0.984,0.989,57.4523,1
6440,44.9912,143.113,133.2581,728.466,3.9529,0.253,1.576,0.3768,0.2964,0.2313,0.7043,0.9657,0.9745,31.1603,1
2902,39.515,250.8989,101.4914,637.653,1.6865,0.593,2.3612,0.3889,0.2978,0.179,0.5638,0.9825,0.9847,49.2062,1
7654,41.4084,194.3305,172.683,750.301,1.8302,0.5464,3.1931,0.4382,0.3508,0.1441,0.4419,0.9859,0.9668,72.6008,1
4750,39.0836,243.6126,141.6235,759.998,1.7806,0.5616,3.202,0.3607,0.2978,0.2002,0.4202,0.9853,0.9693,50.4236,1
17430,25.8254,193.8967,97.1859,612.854,2.2698,0.4406,1.7581,0.4052,0.314,0.2257,0.6577,0.9796,0.9846,54.3765,1
15451,28.1866,249.2756,169.3307,810.453,1.6247,0.6155,3.8307,0.3947,0.3271,0.3182,0.3765,0.9815,0.9552,52.1393,1
9746,47.3338,161.3095,89.8198,488.495,1.8577,0.5383,1.5723,0.4641,0.3399,0.13,0.7132,0.9826,0.9797,71.4721,1
7549,44.2731,215.1859,122.3611,965.065,4.5727,0.2187,2.2265,0.4415,0.3156,0.2288,0.5759,0.9698,0.9628,56.3955,1
17537,48.063,136.7734,80.8007,411.268,1.6152,0.6191,1.3056,0.6332,0.3419,0.0758,0.7623,0.983,0.9881,57.6091,1
5596,45.3933,185.9002,118.7865,631.759,1.997,0.5007,2.2608,0.3778,0.3108,0.1539,0.5893,0.982,0.9744,36.5918,1
8108,46.5118,205.0816,146.1741,1233.534,8.7985,0.1137,2.0478,0.5487,0.3568,0.2658,0.6193,0.9397,0.9546,25.4549,1
28099,33.0975,224.9701,161.6862,1074.743,3.4487,0.29,3.1572,0.4652,0.3246,0.2605,0.4134,0.9757,0.9608,40.4688,1
5480,43.1025,148.1388,92.8387,471.037,1.7107,0.5845,1.3675,0.4067,0.3158,0.1017,0.7217,0.984,0.989,67.4523,1
9162,44.9912,143.113,133.2581,728.466,3.9529,0.253,1.576,0.3768,0.2964,0.2313,0.7043,0.9657,0.9745,71.1603,1
23078,48.4996,103.8895,78.1765,368.536,1.7514,0.571,1.0236,0.439,0.3194,0.1057,0.8195,0.9806,0.9889,58.0079,1
5399,48.0607,157.3431,86.3051,424.369,1.7891,0.5589,1.3423,0.4071,0.3389,0.1403,0.7666,0.975,0.9782,78.6127,1
2902,48.9926,101.4571,59.5202,313.994,1.6704,0.5987,0.8149,0.4337,0.3471,0.1135,0.8595,0.9796,0.9922,32.8251,1
10901,49.0364,102.0942,61.6886,315.318,1.6463,0.6074,0.8243,0.4208,0.3512,0.1017,0.857,0.9826,0.9925,30.3235,1
3417,45.6291,198.2907,108.8635,617.452,1.832,0.5458,2.437,0.4704,0.3385,0.2289,0.5652,0.9785,0.9569,71.7737,1
